字頻序號,字,部首,筆畫,出現頻次,累積頻次,出現百分比,累積百分比
1,的,白,8,48957,48957,4.05616677,4.05616677
2,一,一,1,19931,68888,1.65131564,5.70748241
3,是,日,9,15244,84132,1.26299010,6.97047251
4,了,そ,2,12783,96915,1.05909226,8.02956477
5,不,一,4,12200,109115,1.01078977,9.04035454
6,我,戈,7,11919,121034,0.98750846,10.02786300
7,有,月,6,11588,132622,0.96008457,10.98794757
8,在,土,6,10160,142782,0.84177246,11.82972003
9,人,人,2,9173,151955,0.75999791,12.58971794
10,來,人,8,8247,160202,0.68327731,13.27299525
11,大,大,3,7963,168165,0.65974745,13.93274270
12,上,一,3,7065,175230,0.58534670,14.51808940
13,這,ひ,11,6914,182144,0.57283610,15.09092550
14,到,刀,8,6850,188994,0.56753360,15.65845910
15,們,人,10,6667,195661,0.55237175,16.21083085
16,個,人,10,6428,202089,0.53257021,16.74340106
17,小,小,3,6187,208276,0.51260297,17.25600403
18,你,人,7,6161,214437,0.51044883,17.76645286
19,子,子,3,6159,220596,0.51028313,18.27673599
20,他,人,5,6079,226675,0.50365500,18.78039099
21,以,人,5,6009,232684,0.49785539,19.27824638
22,好,女,6,5553,238237,0.46007505,19.73832143
23,為,火,9,5521,243758,0.45742380,20.19574523
24,就,尢,12,5516,249274,0.45700954,20.65275477
25,生,生,5,5444,254718,0.45104422,21.10379899
26,要,襾,9,5394,260112,0.44690164,21.55070063
27,說,言,14,5369,265481,0.44483035,21.99553098
28,中,｜,4,5339,270820,0.44234480,22.43787578
29,天,大,4,5317,276137,0.44052206,22.87839784
30,和,口,8,5193,281330,0.43024846,23.30864630
31,時,日,10,5116,286446,0.42386889,23.73251519
32,可,口,5,4993,291439,0.41367814,24.14619333
33,麼,麻,14,4864,296303,0.40299028,24.54918361
34,看,目,9,4786,301089,0.39652785,24.94571146
35,會,曰,13,4776,305865,0.39569934,25.34141080
36,地,土,6,4773,310638,0.39545078,25.73686158
37,家,で,10,4707,315345,0.38998258,26.12684416
38,下,一,3,4670,320015,0.38691707,26.51376123
39,出,凵,5,4639,324654,0.38434867,26.89810990
40,學,子,16,4470,329124,0.37034674,27.26845664
41,著,艸,12,4398,333522,0.36438143,27.63283807
42,國,囗,11,4185,337707,0.34673403,27.97957210
43,得,彳,11,4150,341857,0.34383422,28.32340632
44,也,乙,3,4074,345931,0.33753750,28.66094382
45,用,用,5,4033,349964,0.33414058,28.99508440
46,多,夕,6,3981,353945,0.32983230,29.32491670
47,成,戈,6,3812,357757,0.31583038,29.64074708
48,年,干,6,3679,361436,0.30481111,29.94555819
49,裡,衣,13,3636,365072,0.30124849,30.24680668
50,過,ひ,13,3413,368485,0.28277258,30.52957926
51,去,づ,5,3405,371890,0.28210977,30.81168903
52,能,肉,10,3396,375286,0.28136410,31.09305313
53,後,彳,9,3385,378671,0.28045273,31.37350586
54,長,長,8,3374,382045,0.27954137,31.65304723
55,都,邑,11,3370,385415,0.27920996,31.93225719
56,分,刀,4,3288,388703,0.27241613,32.20467332
57,很,彳,9,3229,391932,0.26752788,32.47220120
58,老,老,6,3079,395011,0.25510014,32.72730134
59,動,力,11,3057,398068,0.25327740,32.98057874
60,起,走,10,3046,401114,0.25236604,33.23294478
61,物,牛,8,3038,404152,0.25170322,33.48464800
62,公,八,4,3031,407183,0.25112326,33.73577126
63,水,水,4,2919,410102,0.24184388,33.97761514
64,什,人,4,2918,413020,0.24176103,34.21937617
65,心,心,4,2866,415886,0.23745274,34.45682891
66,把,手,7,2842,418728,0.23546430,34.69229321
67,面,面,9,2838,421566,0.23513290,34.92742611
68,作,人,7,2834,424400,0.23480149,35.16222760
69,方,方,4,2814,427214,0.23314446,35.39537206
70,那,邑,7,2755,429969,0.22825621,35.62362827
71,十,十,2,2728,432697,0.22601922,35.84964749
72,想,心,13,2695,435392,0.22328512,36.07293261
73,樣,木,15,2646,438038,0.21922539,36.29215800
74,自,自,6,2637,440675,0.21847972,36.51063772
75,所,戶,8,2587,443262,0.21433714,36.72497486
76,然,火,12,2585,445847,0.21417144,36.93914630
77,如,女,6,2564,448411,0.21243155,37.15157785
78,三,一,3,2543,450954,0.21069167,37.36226952
79,發,ぱ,12,2522,453476,0.20895179,37.57122131
80,事,そ,8,2502,455978,0.20729475,37.77851606
81,對,寸,14,2476,458454,0.20514061,37.98365667
82,沒,水,7,2411,460865,0.19975526,38.18341193
83,還,ひ,17,2384,463249,0.19751826,38.38093019
84,同,口,6,2330,465579,0.19304428,38.57397447
85,高,高,10,2292,467871,0.18989591,38.76387038
86,道,ひ,13,2287,470158,0.18948166,38.95335204
87,師,巾,10,2277,472435,0.18865314,39.14200518
88,氣,气,10,2276,474711,0.18857029,39.33057547
89,種,禾,14,2268,476979,0.18790747,39.51848294
90,而,而,6,2264,479243,0.18757607,39.70605901
91,回,囗,6,2262,481505,0.18741036,39.89346937
92,二,二,2,2261,483766,0.18732751,40.08079688
93,開,門,12,2248,486014,0.18625044,40.26704732
94,於,方,8,2238,488252,0.18542193,40.45246925
95,頭,頁,16,2234,490486,0.18509052,40.63755977
96,現,玉,11,2201,492687,0.18235642,40.81991619
97,做,人,11,2183,494870,0.18086509,41.00078128
98,文,文,4,2177,497047,0.18036798,41.18114926
99,媽,女,13,2115,499162,0.17523118,41.35638044
100,體,骨,23,2099,501261,0.17390555,41.53028599
101,些,二,8,2090,503351,0.17315989,41.70344588
102,最,た,12,2062,505413,0.17084004,41.87428592
103,寫,で,15,2061,507474,0.17075719,42.04504311
104,又,又,2,2043,509517,0.16926586,42.21430897
105,因,囗,6,2023,511540,0.16760883,42.38191780
106,前,刀,9,2016,513556,0.16702887,42.54894667
107,從,彳,11,1999,515555,0.16562039,42.71456706
108,法,水,8,1998,517553,0.16553754,42.88010460
109,明,日,8,1965,519518,0.16280343,43.04290803
110,行,行,6,1952,521470,0.16172636,43.20463439
111,問,口,11,1920,523390,0.15907511,43.36370950
112,意,心,13,1910,525300,0.15824659,43.52195609
113,花,艸,8,1901,527201,0.15750093,43.67945702
114,日,日,4,1889,529090,0.15650671,43.83596373
115,形,ね,7,1888,530978,0.15642386,43.99238759
116,知,矢,8,1877,532855,0.15551249,44.14790008
117,四,囗,5,1847,534702,0.15302694,44.30092702
118,快,心,7,1844,536546,0.15277839,44.45370541
119,之,ぜ,4,1832,538378,0.15178417,44.60548958
120,常,巾,11,1829,540207,0.15153561,44.75702519
121,經,糸,13,1819,542026,0.15070710,44.90773229
122,教,の,11,1793,543819,0.14855296,45.05628525
123,活,水,9,1783,545602,0.14772444,45.20400969
124,太,大,4,1779,547381,0.14739303,45.35140272
125,兩,入,8,1770,549151,0.14664737,45.49805009
126,果,木,8,1755,550906,0.14540459,45.64345468
127,本,木,5,1749,552655,0.14490748,45.78836216
128,兒,儿,8,1749,554404,0.14490748,45.93326964
129,點,黑,17,1745,556149,0.14457608,46.07784572
130,當,田,13,1739,557888,0.14407897,46.22192469
131,美,羊,9,1730,559618,0.14333330,46.36525799
132,校,木,10,1697,561315,0.14059920,46.50585719
133,進,ひ,12,1691,563006,0.14010209,46.64595928
134,等,竹,12,1684,564690,0.13952213,46.78548141
135,但,人,7,1682,566372,0.13935643,46.92483784
136,樂,木,15,1681,568053,0.13927357,47.06411141
137,部,邑,11,1663,569716,0.13778224,47.20189365
138,再,た,6,1651,571367,0.13678802,47.33868167
139,數,の,15,1649,573016,0.13662232,47.47530399
140,像,人,14,1636,574652,0.13554525,47.61084924
141,只,口,5,1629,576281,0.13496529,47.74581453
142,力,力,2,1626,577907,0.13471673,47.88053126
143,色,色,6,1625,579532,0.13463388,48.01516514
144,外,夕,5,1624,581156,0.13455103,48.14971617
145,真,目,10,1621,582777,0.13430248,48.28401865
146,各,口,6,1619,584396,0.13413677,48.41815542
147,山,山,3,1617,586013,0.13397107,48.55212649
148,題,頁,18,1610,587623,0.13339111,48.68551760
149,表,衣,8,1597,589220,0.13231404,48.81783164
150,請,言,15,1592,590812,0.13189978,48.94973142
151,課,言,15,1582,592394,0.13107126,49.08080268
152,月,月,4,1581,593975,0.13098841,49.21179109
153,呢,口,8,1576,595551,0.13057415,49.34236524
154,第,竹,11,1576,597127,0.13057415,49.47293939
155,位,人,7,1569,598696,0.12999419,49.60293358
156,定,で,8,1565,600261,0.12966279,49.73259637
157,比,比,4,1562,601823,0.12941423,49.86201060
158,與,臼,14,1558,603381,0.12908282,49.99109342
159,字,子,6,1553,604934,0.12866857,50.11976199
160,身,身,7,1544,606478,0.12792290,50.24768489
161,相,目,9,1535,608013,0.12717724,50.37486213
162,間,門,12,1528,609541,0.12659728,50.50145941
163,手,手,4,1520,611061,0.12593446,50.62739387
164,王,玉,4,1516,612577,0.12560306,50.75299693
165,主,せ,5,1508,614085,0.12494024,50.87793717
166,西,襾,6,1496,615581,0.12394602,51.00188319
167,電,雨,13,1486,617067,0.12311751,51.12500070
168,五,二,4,1468,618535,0.12162618,51.24662688
169,話,言,13,1466,620001,0.12146048,51.36808736
170,見,見,7,1464,621465,0.12129477,51.48938213
171,才,手,3,1460,622925,0.12096337,51.61034550
172,使,人,8,1460,624385,0.12096337,51.73130887
173,名,口,6,1457,625842,0.12071481,51.85202368
174,走,走,7,1453,627295,0.12038340,51.97240708
175,打,手,5,1441,628736,0.11938918,52.09179626
176,聲,耳,17,1438,630174,0.11914063,52.21093689
177,邊,ひ,19,1429,631603,0.11839497,52.32933186
178,將,寸,11,1427,633030,0.11822926,52.44756112
179,海,水,10,1419,634449,0.11756645,52.56512757
180,給,糸,12,1419,635868,0.11756645,52.68269402
181,白,白,5,1407,637275,0.11657223,52.79926625
182,正,止,5,1404,638679,0.11632367,52.91558992
183,幾,ど,12,1395,640074,0.11557801,53.03116793
184,愛,心,13,1384,641458,0.11466664,53.14583457
185,音,音,9,1377,642835,0.11408668,53.25992125
186,並,一,8,1374,644209,0.11383813,53.37375938
187,加,力,5,1372,645581,0.11367242,53.48743180
188,怎,心,9,1372,646953,0.11367242,53.60110422
189,少,小,4,1371,648324,0.11358957,53.71469379
190,新,斤,13,1370,649694,0.11350672,53.82820051
191,吃,口,6,1368,651062,0.11334102,53.94154153
192,習,羽,11,1368,652430,0.11334102,54.05488255
193,她,女,6,1366,653796,0.11317531,54.16805786
194,變,言,23,1357,655153,0.11242965,54.28048751
195,被,衣,11,1355,656508,0.11226395,54.39275146
196,光,儿,6,1353,657861,0.11209824,54.50484970
197,情,心,11,1350,659211,0.11184969,54.61669939
198,重,里,9,1348,660559,0.11168398,54.72838337
199,或,戈,8,1343,661902,0.11126973,54.83965310
200,由,田,5,1338,663240,0.11085547,54.95050857
201,記,言,10,1336,664576,0.11068976,55.06119833
202,謝,言,17,1330,665906,0.11019265,55.17139098
203,爸,父,8,1326,667232,0.10986125,55.28125223
204,民,氏,5,1320,668552,0.10936414,55.39061637
205,親,見,16,1320,669872,0.10936414,55.49998051
206,聽,耳,22,1320,671192,0.10936414,55.60934465
207,全,入,6,1318,672510,0.10919844,55.71854309
208,化,匕,4,1308,673818,0.10836992,55.82691301
209,空,穴,8,1308,675126,0.10836992,55.93528293
210,向,口,6,1296,676422,0.10737570,56.04265863
211,其,八,8,1288,677710,0.10671289,56.14937152
212,嗎,口,13,1287,678997,0.10663004,56.25600156
213,實,で,14,1287,680284,0.10663004,56.36263160
214,每,毋,7,1281,681565,0.10613293,56.46876453
215,風,風,9,1261,682826,0.10447589,56.57324042
216,望,月,11,1260,684086,0.10439304,56.67763346
217,別,刀,7,1253,685339,0.10381308,56.78144654
218,原,厂,10,1241,686580,0.10281886,56.88426540
219,畫,田,12,1236,687816,0.10240460,56.98667000
220,星,日,9,1232,689048,0.10207320,57.08874320
221,候,人,10,1221,690269,0.10116183,57.18990503
222,次,欠,6,1216,691485,0.10074757,57.29065260
223,口,口,3,1213,692698,0.10049902,57.39115162
224,先,儿,6,1211,693909,0.10033331,57.49148493
225,答,竹,12,1204,695113,0.09975335,57.59123828
226,度,な,9,1202,696315,0.09958765,57.69082593
227,哪,口,10,1201,697516,0.09950480,57.79033073
228,東,木,8,1200,698716,0.09942194,57.88975267
229,平,干,5,1197,699913,0.09917339,57.98892606
230,它,で,5,1194,701107,0.09892483,58.08785089
231,無,火,12,1191,702298,0.09867628,58.18652717
232,工,工,3,1189,703487,0.09851058,58.28503775
233,石,石,5,1188,704675,0.09842772,58.38346547
234,合,口,6,1181,705856,0.09784776,58.48131323
235,此,止,6,1179,707035,0.09768206,58.57899529
236,及,又,4,1176,708211,0.09743351,58.67642880
237,元,儿,4,1167,709378,0.09668784,58.77311664
238,已,己,3,1164,710542,0.09643929,58.86955593
239,母,毋,5,1159,711701,0.09602503,58.96558096
240,特,牛,10,1155,712856,0.09569362,59.06127458
241,六,八,4,1150,714006,0.09527936,59.15655394
242,己,己,3,1142,715148,0.09461655,59.25117049
243,女,女,3,1141,716289,0.09453370,59.34570419
244,球,玉,11,1141,717430,0.09453370,59.44023789
245,馬,馬,10,1127,718557,0.09337378,59.53361167
246,讓,言,24,1126,719683,0.09329092,59.62690259
247,安,で,6,1121,720804,0.09287667,59.71977926
248,帶,巾,11,1119,721923,0.09271096,59.81249022
249,感,心,13,1116,723039,0.09246241,59.90495263
250,圖,囗,14,1110,724149,0.09196530,59.99691793
251,龍,龍,16,1103,725252,0.09138534,60.08830327
252,書,曰,10,1099,726351,0.09105393,60.17935720
253,叫,口,5,1098,727449,0.09097108,60.27032828
254,樹,木,16,1097,728546,0.09088823,60.36121651
255,友,又,4,1095,729641,0.09072252,60.45193903
256,類,頁,19,1083,730724,0.08972830,60.54166733
257,理,玉,11,1078,731802,0.08931405,60.63098138
258,您,心,11,1074,732876,0.08898264,60.71996402
259,路,足,13,1056,733932,0.08749131,60.80745533
260,放,の,8,1055,734987,0.08740846,60.89486379
261,覺,見,20,1041,736028,0.08624854,60.98111233
262,代,人,5,1040,737068,0.08616569,61.06727802
263,內,入,4,1037,738105,0.08591713,61.15319515
264,應,心,17,1027,739132,0.08508861,61.23828376
265,張,弓,11,1026,740158,0.08500576,61.32328952
266,住,人,7,1025,741183,0.08492291,61.40821243
267,量,里,12,1022,742205,0.08467436,61.49288679
268,立,立,5,1015,743220,0.08409439,61.57698118
269,更,曰,7,1011,744231,0.08376299,61.66074417
270,許,言,11,1011,745242,0.08376299,61.74450716
271,喜,口,12,1009,746251,0.08359728,61.82810444
272,關,門,19,1008,747259,0.08351443,61.91161887
273,機,木,16,995,748254,0.08243736,61.99405623
274,歡,欠,22,984,749238,0.08152599,62.07558222
275,便,人,9,969,750207,0.08028322,62.15586544
276,完,で,7,966,751173,0.08003467,62.23590011
277,世,一,5,957,752130,0.07928900,62.31518911
278,解,角,13,957,753087,0.07928900,62.39447811
279,造,ひ,11,955,754042,0.07912330,62.47360141
280,利,刀,7,953,754995,0.07895759,62.55255900
281,流,水,9,942,755937,0.07804623,62.63060523
282,處,虍,11,942,756879,0.07804623,62.70865146
283,算,竹,14,941,757820,0.07796337,62.78661483
284,期,月,12,939,758759,0.07779767,62.86441250
285,臺,至,14,937,759696,0.07763197,62.94204447
286,弟,弓,7,935,760631,0.07746626,63.01951073
287,車,車,7,929,761560,0.07696916,63.09647989
288,入,入,2,926,762486,0.07672060,63.17320049
289,北,匕,5,925,763411,0.07663775,63.24983824
290,業,木,13,924,764335,0.07655490,63.32639314
291,眼,目,11,922,765257,0.07638919,63.40278233
292,例,人,8,921,766178,0.07630634,63.47908867
293,找,手,7,921,767099,0.07630634,63.55539501
294,百,白,6,917,768016,0.07597494,63.63136995
295,直,目,8,908,768924,0.07522927,63.70659922
296,照,火,13,907,769831,0.07514642,63.78174564
297,朋,月,8,904,770735,0.07489786,63.85664350
298,式,弋,6,900,771635,0.07456646,63.93120996
299,節,竹,13,899,772534,0.07448361,64.00569357
300,接,手,11,893,773427,0.07398650,64.07968007
301,目,目,5,892,774319,0.07390365,64.15358372
302,讀,言,22,891,775210,0.07382079,64.22740451
303,指,手,9,885,776095,0.07332368,64.30072819
304,神,示,10,880,776975,0.07290943,64.37363762
305,飛,飛,9,868,777843,0.07191521,64.44555283
306,非,非,8,867,778710,0.07183235,64.51738518
307,希,巾,7,866,779576,0.07174950,64.58913468
308,七,一,2,858,780434,0.07108669,64.66022137
309,條,木,11,858,781292,0.07108669,64.73130806
310,吧,口,7,856,782148,0.07092099,64.80222905
311,陽,阜,12,852,783000,0.07058958,64.87281863
312,食,食,9,851,783851,0.07050673,64.94332536
313,南,十,9,844,784695,0.06992677,65.01325213
314,八,八,2,843,785538,0.06984392,65.08309605
315,結,糸,12,839,786377,0.06951251,65.15260856
316,門,門,8,836,787213,0.06926395,65.22187251
317,展,尸,10,836,788049,0.06926395,65.29113646
318,連,ひ,11,834,788883,0.06909825,65.36023471
319,今,人,4,826,789709,0.06843544,65.42867015
320,河,水,8,826,790535,0.06843544,65.49710559
321,通,ひ,11,825,791360,0.06835259,65.56545818
322,容,で,10,824,792184,0.06826974,65.63372792
323,觀,見,25,824,793008,0.06826974,65.70199766
324,玩,玉,8,823,793831,0.06818688,65.77018454
325,興,臼,16,821,794652,0.06802118,65.83820572
326,句,口,5,816,795468,0.06760692,65.90581264
327,傳,人,13,813,796281,0.06735837,65.97317101
328,認,言,14,813,797094,0.06735837,66.04052938
329,隻,隹,10,804,797898,0.06661270,66.10714208
330,詞,言,12,803,798701,0.06652985,66.17367193
331,性,心,8,801,799502,0.06636415,66.24003608
332,卻,つ,9,801,800303,0.06636415,66.30640023
333,木,木,4,800,801103,0.06628130,66.37268153
334,近,ひ,8,794,801897,0.06578419,66.43846572
335,萬,禸,13,793,802690,0.06570133,66.50416705
336,金,金,8,792,803482,0.06561848,66.56978553
337,選,ひ,16,791,804273,0.06553563,66.63532116
338,清,水,11,788,805061,0.06528708,66.70060824
339,火,火,4,786,805847,0.06512137,66.76572961
340,信,人,9,785,806632,0.06503852,66.83076813
341,填,土,13,784,807416,0.06495567,66.89572380
342,孩,子,9,772,808188,0.06396145,66.95968525
343,者,老,8,766,808954,0.06346434,67.02314959
344,父,父,4,764,809718,0.06329864,67.08644823
345,魚,魚,11,764,810482,0.06329864,67.14974687
346,受,又,8,758,811240,0.06280153,67.21254840
347,號,虍,13,756,811996,0.06263582,67.27518422
348,亮,ぞ,9,754,812750,0.06247012,67.33765434
349,收,の,6,749,813499,0.06205586,67.39971020
350,林,木,8,749,814248,0.06205586,67.46176606
351,熱,火,15,749,814997,0.06205586,67.52382192
352,品,口,9,747,815744,0.06189016,67.58571208
353,班,玉,10,744,816488,0.06164161,67.64735369
354,斯,斤,12,739,817227,0.06122735,67.70858104
355,牠,牛,7,738,817965,0.06114450,67.76972554
356,稱,禾,14,738,818703,0.06114450,67.83087004
357,肉,肉,6,736,819439,0.06097879,67.89184883
358,腦,肉,13,731,820170,0.06056453,67.95241336
359,難,隹,19,729,820899,0.06039883,68.01281219
360,念,心,8,727,821626,0.06023313,68.07304532
361,線,糸,15,727,822353,0.06023313,68.13327845
362,思,心,9,726,823079,0.06015028,68.19342873
363,片,片,4,723,823802,0.05990172,68.25333045
364,語,言,14,722,824524,0.05981887,68.31314932
365,故,の,9,721,825245,0.05973602,68.37288534
366,市,巾,5,715,825960,0.05923891,68.43212425
367,角,角,7,714,826674,0.05915606,68.49128031
368,網,糸,14,712,827386,0.05899035,68.55027066
369,場,土,12,710,828096,0.05882465,68.60909531
370,提,手,12,707,828803,0.05857610,68.66767141
371,草,艸,10,705,829508,0.05841039,68.72608180
372,啊,口,11,705,830213,0.05841039,68.78449219
373,遠,ひ,14,703,830916,0.05824469,68.84273688
374,九,乙,2,701,831617,0.05807899,68.90081587
375,跟,足,13,701,832318,0.05807899,68.95889486
376,麗,鹿,19,698,833016,0.05783043,69.01672529
377,區,っ,11,694,833710,0.05749902,69.07422431
378,笑,竹,10,694,834404,0.05749902,69.13172333
379,術,行,11,694,835098,0.05749902,69.18922235
380,影,ね,15,693,835791,0.05741617,69.24663852
381,滿,水,14,692,836483,0.05733332,69.30397184
382,達,ひ,13,692,837175,0.05733332,69.36130516
383,且,一,5,691,837866,0.05725047,69.41855563
384,建,に,9,690,838556,0.05716762,69.47572325
385,辦,辛,16,688,839244,0.05700191,69.53272516
386,早,日,6,685,839929,0.05675336,69.58947852
387,園,囗,13,683,840612,0.05658766,69.64606618
388,管,竹,14,682,841294,0.05650480,69.70257098
389,往,彳,8,675,841969,0.05592484,69.75849582
390,注,水,8,675,842644,0.05592484,69.81442066
391,除,阜,10,670,843314,0.05551059,69.86993125
392,黃,黃,12,670,843984,0.05551059,69.92544184
393,死,歹,6,668,844652,0.05534488,69.98078672
394,示,示,5,668,845320,0.05534488,70.03613160
395,段,殳,9,668,845988,0.05534488,70.09147648
396,科,禾,9,668,846656,0.05534488,70.14682136
397,保,人,9,666,847322,0.05517918,70.20200054
398,器,口,16,665,847987,0.05509633,70.25709687
399,服,月,8,664,848651,0.05501348,70.31211035
400,紅,糸,9,664,849315,0.05501348,70.36712383
401,留,田,10,663,849978,0.05493062,70.42205445
402,曲,曰,6,662,850640,0.05484777,70.47690222
403,何,人,7,659,851299,0.05459922,70.53150144
404,味,口,8,659,851958,0.05459922,70.58610066
405,單,口,12,656,852614,0.05435066,70.64045132
406,界,田,9,655,853269,0.05426781,70.69471913
407,站,立,10,653,853922,0.05410211,70.74882124
408,命,口,8,650,854572,0.05385355,70.80267479
409,包,ぢ,5,647,855219,0.05360500,70.85627979
410,告,口,7,644,855863,0.05335644,70.90963623
411,產,生,11,644,856507,0.05335644,70.96299267
412,導,寸,16,643,857150,0.05327359,71.01626626
413,交,ぞ,6,640,857790,0.05302504,71.06929130
414,練,糸,15,639,858429,0.05294219,71.12223349
415,拿,手,10,633,859062,0.05244508,71.17467857
416,土,土,3,631,859693,0.05227937,71.22695794
417,該,言,13,628,860321,0.05203082,71.27898876
418,拉,手,8,627,860948,0.05194797,71.33093673
419,運,ひ,13,626,861574,0.05186511,71.38280184
420,義,羊,13,623,862197,0.05161656,71.43441840
421,古,口,5,622,862819,0.05153371,71.48595211
422,共,八,6,621,863440,0.05145086,71.53740297
423,歌,欠,14,621,864061,0.05145086,71.58885383
424,育,肉,7,619,864680,0.05128515,71.64013898
425,奇,大,8,616,865296,0.05103660,71.69117558
426,計,言,9,616,865912,0.05103660,71.74221218
427,灣,水,25,616,866528,0.05103660,71.79324878
428,布,巾,5,615,867143,0.05095375,71.84420253
429,祝,示,10,612,867755,0.05070519,71.89490772
430,列,刀,6,611,868366,0.05062234,71.94553006
431,鳥,鳥,11,611,868977,0.05062234,71.99615240
432,功,力,5,610,869587,0.05053949,72.04669189
433,求,水,7,610,870197,0.05053949,72.09723138
434,城,土,9,610,870807,0.05053949,72.14777087
435,寶,で,20,606,871413,0.05020808,72.19797895
436,報,土,12,604,872017,0.05004238,72.24802133
437,約,糸,9,602,872619,0.04987668,72.29789801
438,改,の,7,601,873220,0.04979382,72.34769183
439,深,水,11,599,873819,0.04962812,72.39731995
440,較,車,13,599,874418,0.04962812,72.44694807
441,爾,爻,14,599,875017,0.04962812,72.49657619
442,象,豕,12,593,875610,0.04913101,72.54570720
443,福,示,14,593,876203,0.04913101,72.59483821
444,幫,巾,17,593,876796,0.04913101,72.64396922
445,格,木,10,592,877388,0.04904816,72.69301738
446,葉,艸,13,592,877980,0.04904816,72.74206554
447,細,糸,11,591,878571,0.04896531,72.79103085
448,設,言,11,581,879152,0.04813679,72.83916764
449,任,人,6,579,879731,0.04797109,72.88713873
450,始,女,8,579,880310,0.04797109,72.93510982
451,晚,日,11,579,880889,0.04797109,72.98308091
452,哈,口,9,578,881467,0.04788824,73.03096915
453,苦,艸,9,578,882045,0.04788824,73.07885739
454,春,日,9,576,882621,0.04772253,73.12657992
455,識,言,19,576,883197,0.04772253,73.17430245
456,久,ぜ,3,575,883772,0.04763968,73.22194213
457,步,止,7,575,884347,0.04763968,73.26958181
458,千,十,3,574,884921,0.04755683,73.31713864
459,強,弓,11,574,885495,0.04755683,73.36469547
460,溫,水,13,574,886069,0.04755683,73.41225230
461,跑,足,12,573,886642,0.04747398,73.45972628
462,落,艸,13,573,887215,0.04747398,73.50720026
463,至,至,6,572,887787,0.04739113,73.55459139
464,輕,車,14,571,888358,0.04730828,73.60189967
465,積,禾,16,570,888928,0.04722542,73.64912509
466,則,刀,9,566,889494,0.04689402,73.69601911
467,雨,雨,8,564,890058,0.04672831,73.74274742
468,參,づ,11,564,890622,0.04672831,73.78947573
469,根,木,10,564,891186,0.04672831,73.83620404
470,整,の,16,562,891748,0.04656261,73.88276665
471,巴,己,4,561,892309,0.04647976,73.92924641
472,統,糸,11,560,892869,0.04639691,73.97564332
473,轉,車,18,560,893429,0.04639691,74.02204023
474,里,里,7,557,893986,0.04614835,74.06818858
475,總,糸,17,557,894543,0.04614835,74.11433693
476,首,首,9,556,895099,0.04606550,74.16040243
477,錢,金,16,556,895655,0.04606550,74.20646793
478,具,八,8,554,896209,0.04589980,74.25236773
479,哥,口,10,552,896761,0.04573409,74.29810182
480,精,米,14,552,897313,0.04573409,74.34383591
481,試,言,13,552,897865,0.04573409,74.38957000
482,雖,隹,17,551,898416,0.04565124,74.43522124
483,考,老,6,550,898966,0.04556839,74.48078963
484,離,隹,19,549,899515,0.04548554,74.52627517
485,士,士,3,547,900062,0.04531984,74.57159501
486,言,言,7,544,900606,0.04507128,74.61666629
487,底,な,8,542,901148,0.04490558,74.66157187
488,華,艸,12,540,901688,0.04473987,74.70631174
489,夫,大,4,533,902221,0.04415991,74.75047165
490,阿,阜,8,533,902754,0.04415991,74.79463156
491,藝,艸,19,533,903287,0.04415991,74.83879147
492,演,水,14,531,903818,0.04399421,74.88278568
493,呀,口,7,530,904348,0.04391136,74.92669704
494,件,人,6,529,904877,0.04382851,74.97052555
495,青,青,8,525,905402,0.04349710,75.01402265
496,送,ひ,10,524,905926,0.04341425,75.05743690
497,組,糸,11,523,906449,0.04333140,75.10076830
498,皮,皮,5,521,906970,0.04316569,75.14393399
499,半,十,5,518,907488,0.04291714,75.18685113
500,夜,夕,8,516,908004,0.04275144,75.22960257
501,級,糸,10,516,908520,0.04275144,75.27235401
502,遊,ひ,13,516,909036,0.04275144,75.31510545
503,舉,臼,17,516,909552,0.04275144,75.35785689
504,反,又,4,515,910067,0.04266858,75.40052547
505,腳,肉,13,513,910580,0.04250288,75.44302835
506,刻,刀,8,509,911089,0.04217147,75.48519982
507,筆,竹,12,509,911598,0.04217147,75.52737129
508,童,立,12,507,912105,0.04200577,75.56937706
509,怕,心,8,505,912610,0.04184007,75.61121713
510,骨,骨,10,504,913114,0.04175722,75.65297435
511,縣,糸,16,504,913618,0.04175722,75.69473157
512,程,禾,12,499,914117,0.04134296,75.73607453
513,忙,心,6,497,914614,0.04117726,75.77725179
514,室,で,9,494,915108,0.04092870,75.81818049
515,蟲,虫,18,493,915601,0.04084585,75.85902634
516,克,儿,7,492,916093,0.04076300,75.89978934
517,跳,足,13,492,916585,0.04076300,75.94055234
518,台,口,5,490,917075,0.04059729,75.98114963
519,鄉,邑,12,490,917565,0.04059729,76.02174692
520,論,言,15,490,918055,0.04059729,76.06234421
521,娘,女,10,489,918544,0.04051444,76.10285865
522,族,方,11,487,919031,0.04034874,76.14320739
523,誰,言,15,486,919517,0.04026589,76.18347328
524,假,人,11,485,920002,0.04018304,76.22365632
525,怪,心,8,483,920485,0.04001733,76.26367365
526,植,木,12,483,920968,0.04001733,76.30369098
527,環,玉,17,483,921451,0.04001733,76.34370831
528,料,斗,10,482,921933,0.03993448,76.38364279
529,黑,黑,12,482,922415,0.03993448,76.42357727
530,響,音,21,480,922895,0.03976878,76.46334605
531,裝,衣,13,479,923374,0.03968593,76.50303198
532,牛,牛,4,478,923852,0.03960307,76.54263505
533,英,艸,9,478,924330,0.03960307,76.58223812
