字頻序號,字,部首,筆畫,出現頻次,累積頻次,出現百分比,累積百分比
2307,熄,火,14,34,1182148,0.00281696,97.94287744
2308,薪,艸,17,34,1182182,0.00281696,97.94569440
2309,誼,言,15,34,1182216,0.00281696,97.94851136
2310,鑄,金,22,34,1182250,0.00281696,97.95132832
2311,溉,水,12,34,1182284,0.00281696,97.95414528
2312,熔,火,14,34,1182318,0.00281696,97.95696224
2313,馳,馬,13,34,1182352,0.00281696,97.95977920
2314,撫,手,15,34,1182386,0.00281696,97.96259616
2315,蔣,艸,15,34,1182420,0.00281696,97.96541312
2316,嫂,女,13,34,1182454,0.00281696,97.96823008
2317,仲,人,6,33,1182487,0.00273410,97.97096418
2318,彿,彳,8,33,1182520,0.00273410,97.97369828
2319,奈,大,8,33,1182553,0.00273410,97.97643238
2320,併,人,8,33,1182586,0.00273410,97.97916648
2321,披,手,8,33,1182619,0.00273410,97.98190058
2322,吼,口,7,33,1182652,0.00273410,97.98463468
2323,蜴,虫,14,33,1182685,0.00273410,97.98736878
2324,亭,ぞ,9,33,1182718,0.00273410,97.99010288
2325,擋,手,16,33,1182751,0.00273410,97.99283698
2326,衰,衣,10,33,1182784,0.00273410,97.99557108
2327,螂,虫,15,33,1182817,0.00273410,97.99830518
2328,慨,心,12,33,1182850,0.00273410,98.00103928
2329,窯,穴,15,33,1182883,0.00273410,98.00377338
2330,覓,見,11,33,1182916,0.00273410,98.00650748
2331,噢,口,16,33,1182949,0.00273410,98.00924158
2332,葬,艸,13,33,1182982,0.00273410,98.01197568
2333,禧,示,17,33,1183015,0.00273410,98.01470978
2334,兢,儿,14,33,1183048,0.00273410,98.01744388
2335,虧,虍,17,33,1183081,0.00273410,98.02017798
2336,浸,水,10,33,1183114,0.00273410,98.02291208
2337,署,网,13,33,1183147,0.00273410,98.02564618
2338,嘍,口,14,33,1183180,0.00273410,98.02838028
2339,紡,糸,10,33,1183213,0.00273410,98.03111438
2340,梭,木,11,33,1183246,0.00273410,98.03384848
2341,譬,言,20,33,1183279,0.00273410,98.03658258
2342,軀,身,18,33,1183312,0.00273410,98.03931668
2343,拆,手,8,32,1183344,0.00265125,98.04196793
2344,吻,口,7,32,1183376,0.00265125,98.04461918
2345,畏,田,9,32,1183408,0.00265125,98.04727043
2346,炒,火,8,32,1183440,0.00265125,98.04992168
2347,趟,走,15,32,1183472,0.00265125,98.05257293
2348,挫,手,10,32,1183504,0.00265125,98.05522418
2349,劈,刀,15,32,1183536,0.00265125,98.05787543
2350,卿,つ,10,32,1183568,0.00265125,98.06052668
2351,緻,糸,15,32,1183600,0.00265125,98.06317793
2352,逝,ひ,11,32,1183632,0.00265125,98.06582918
2353,聳,耳,17,32,1183664,0.00265125,98.06848043
2354,掩,手,11,32,1183696,0.00265125,98.07113168
2355,鋸,金,16,32,1183728,0.00265125,98.07378293
2356,援,手,12,32,1183760,0.00265125,98.07643418
2357,儡,人,17,32,1183792,0.00265125,98.07908543
2358,罩,网,13,32,1183824,0.00265125,98.08173668
2359,礫,石,20,32,1183856,0.00265125,98.08438793
2360,媚,女,12,32,1183888,0.00265125,98.08703918
2361,閎,門,12,32,1183920,0.00265125,98.08969043
2362,葫,艸,13,32,1183952,0.00265125,98.09234168
2363,栽,木,10,32,1183984,0.00265125,98.09499293
2364,傀,人,12,32,1184016,0.00265125,98.09764418
2365,攜,手,21,32,1184048,0.00265125,98.10029543
2366,轎,車,19,32,1184080,0.00265125,98.10294668
2367,刑,刀,6,31,1184111,0.00256840,98.10551508
2368,叩,口,5,31,1184142,0.00256840,98.10808348
2369,昂,日,8,31,1184173,0.00256840,98.11065188
2370,咒,口,8,31,1184204,0.00256840,98.11322028
2371,嘲,口,15,31,1184235,0.00256840,98.11578868
2372,拒,手,8,31,1184266,0.00256840,98.11835708
2373,蝸,虫,15,31,1184297,0.00256840,98.12092548
2374,眨,目,10,31,1184328,0.00256840,98.12349388
2375,磚,石,16,31,1184359,0.00256840,98.12606228
2376,惑,心,12,31,1184390,0.00256840,98.12863068
2377,瀑,水,18,31,1184421,0.00256840,98.13119908
2378,毯,毛,12,31,1184452,0.00256840,98.13376748
2379,薇,艸,17,31,1184483,0.00256840,98.13633588
2380,緒,糸,14,31,1184514,0.00256840,98.13890428
2381,餵,食,17,31,1184545,0.00256840,98.14147268
2382,撈,手,15,31,1184576,0.00256840,98.14404108
2383,鹼,鹵,24,31,1184607,0.00256840,98.14660948
2384,晉,日,10,31,1184638,0.00256840,98.14917788
2385,滲,水,14,31,1184669,0.00256840,98.15174628
2386,撕,手,15,31,1184700,0.00256840,98.15431468
2387,盾,目,9,31,1184731,0.00256840,98.15688308
2388,絮,糸,12,31,1184762,0.00256840,98.15945148
2389,懼,心,21,31,1184793,0.00256840,98.16201988
2390,霸,雨,21,31,1184824,0.00256840,98.16458828
2391,瓣,瓜,19,31,1184855,0.00256840,98.16715668
2392,鑼,金,27,31,1184886,0.00256840,98.16972508
2393,污,水,6,30,1184916,0.00248555,98.17221063
2394,迅,ひ,7,30,1184946,0.00248555,98.17469618
2395,脾,肉,12,30,1184976,0.00248555,98.17718173
2396,診,言,12,30,1185006,0.00248555,98.17966728
2397,皂,白,7,30,1185036,0.00248555,98.18215283
2398,煉,火,13,30,1185066,0.00248555,98.18463838
2399,郁,邑,9,30,1185096,0.00248555,98.18712393
2400,舜,舛,12,30,1185126,0.00248555,98.18960948
2401,柄,木,9,30,1185156,0.00248555,98.19209503
2402,棟,木,12,30,1185186,0.00248555,98.19458058
2403,凌,ち,10,30,1185216,0.00248555,98.19706613
2404,雯,雨,12,30,1185246,0.00248555,98.19955168
2405,彗,ぬ,11,30,1185276,0.00248555,98.20203723
2406,鈔,金,12,30,1185306,0.00248555,98.20452278
2407,吟,口,7,30,1185336,0.00248555,98.20700833
2408,鼎,鼎,13,30,1185366,0.00248555,98.20949388
2409,津,水,9,30,1185396,0.00248555,98.21197943
2410,喘,口,12,30,1185426,0.00248555,98.21446498
2411,脹,肉,12,30,1185456,0.00248555,98.21695053
2412,冶,ち,7,30,1185486,0.00248555,98.21943608
2413,勃,力,9,30,1185516,0.00248555,98.22192163
2414,碑,石,13,30,1185546,0.00248555,98.22440718
2415,澄,水,15,30,1185576,0.00248555,98.22689273
2416,儒,人,16,30,1185606,0.00248555,98.22937828
2417,緯,糸,15,30,1185636,0.00248555,98.23186383
2418,毅,殳,15,30,1185666,0.00248555,98.23434938
2419,薯,艸,17,30,1185696,0.00248555,98.23683493
2420,贈,貝,19,30,1185726,0.00248555,98.23932048
2421,蕩,艸,16,30,1185756,0.00248555,98.24180603
2422,蹄,足,16,30,1185786,0.00248555,98.24429158
2423,濱,水,17,30,1185816,0.00248555,98.24677713
2424,鶯,鳥,21,30,1185846,0.00248555,98.24926268
2425,澡,水,16,30,1185876,0.00248555,98.25174823
2426,饒,食,20,30,1185906,0.00248555,98.25423378
2427,嚼,口,20,30,1185936,0.00248555,98.25671933
2428,驢,馬,26,30,1185966,0.00248555,98.25920488
2429,劣,力,6,29,1185995,0.00240270,98.26160758
2430,屯,屮,4,29,1186024,0.00240270,98.26401028
2431,卑,十,8,29,1186053,0.00240270,98.26641298
2432,娟,女,10,29,1186082,0.00240270,98.26881568
2433,坊,土,7,29,1186111,0.00240270,98.27121838
2434,桑,木,10,29,1186140,0.00240270,98.27362108
2435,售,口,11,29,1186169,0.00240270,98.27602378
2436,秧,禾,10,29,1186198,0.00240270,98.27842648
2437,哄,口,9,29,1186227,0.00240270,98.28082918
2438,凋,ち,10,29,1186256,0.00240270,98.28323188
2439,啪,口,11,29,1186285,0.00240270,98.28563458
2440,廁,な,12,29,1186314,0.00240270,98.28803728
2441,崩,山,11,29,1186343,0.00240270,98.29043998
2442,掠,手,11,29,1186372,0.00240270,98.29284268
2443,棍,木,12,29,1186401,0.00240270,98.29524538
2444,糞,米,17,29,1186430,0.00240270,98.29764808
2445,焰,火,12,29,1186459,0.00240270,98.30005078
2446,蕊,艸,16,29,1186488,0.00240270,98.30245348
2447,嗡,口,13,29,1186517,0.00240270,98.30485618
2448,嚕,口,18,29,1186546,0.00240270,98.30725888
2449,蛾,虫,13,29,1186575,0.00240270,98.30966158
2450,鯨,魚,19,29,1186604,0.00240270,98.31206428
2451,頌,頁,13,29,1186633,0.00240270,98.31446698
2452,蠻,虫,25,29,1186662,0.00240270,98.31686968
2453,誓,言,14,29,1186691,0.00240270,98.31927238
2454,攀,手,19,29,1186720,0.00240270,98.32167508
2455,謠,言,17,29,1186749,0.00240270,98.32407778
2456,鷺,鳥,24,29,1186778,0.00240270,98.32648048
2457,摺,手,14,29,1186807,0.00240270,98.32888318
2458,懈,心,16,29,1186836,0.00240270,98.33128588
2459,擲,手,18,29,1186865,0.00240270,98.33368858
2460,暈,日,13,29,1186894,0.00240270,98.33609128
2461,寞,で,14,29,1186923,0.00240270,98.33849398
2462,劭,力,7,29,1186952,0.00240270,98.34089668
2463,孕,子,5,28,1186980,0.00231985,98.34321653
2464,丐,一,4,28,1187008,0.00231985,98.34553638
2465,抄,手,7,28,1187036,0.00231985,98.34785623
2466,沃,水,7,28,1187064,0.00231985,98.35017608
2467,肖,肉,7,28,1187092,0.00231985,98.35249593
2468,賈,貝,13,28,1187120,0.00231985,98.35481578
2469,邪,邑,7,28,1187148,0.00231985,98.35713563
2470,靖,青,13,28,1187176,0.00231985,98.35945548
2471,框,木,10,28,1187204,0.00231985,98.36177533
2472,違,ひ,13,28,1187232,0.00231985,98.36409518
2473,唔,口,10,28,1187260,0.00231985,98.36641503
2474,駐,馬,15,28,1187288,0.00231985,98.36873488
2475,躬,身,10,28,1187316,0.00231985,98.37105473
2476,噪,口,16,28,1187344,0.00231985,98.37337458
2477,袖,衣,11,28,1187372,0.00231985,98.37569443
2478,蕾,艸,17,28,1187400,0.00231985,98.37801428
2479,蜓,虫,13,28,1187428,0.00231985,98.38033413
2480,蹲,足,19,28,1187456,0.00231985,98.38265398
2481,窄,穴,10,28,1187484,0.00231985,98.38497383
2482,戚,戈,11,28,1187512,0.00231985,98.38729368
2483,塌,土,13,28,1187540,0.00231985,98.38961353
2484,赴,走,9,28,1187568,0.00231985,98.39193338
2485,辱,辰,10,28,1187596,0.00231985,98.39425323
2486,鵑,鳥,18,28,1187624,0.00231985,98.39657308
2487,菇,艸,12,28,1187652,0.00231985,98.39889293
2488,欠,欠,4,27,1187679,0.00223699,98.40112992
2489,凹,凵,5,27,1187706,0.00223699,98.40336691
2490,寸,寸,3,27,1187733,0.00223699,98.40560390
2491,杉,木,7,27,1187760,0.00223699,98.40784089
2492,毀,殳,13,27,1187787,0.00223699,98.41007788
2493,嗅,口,13,27,1187814,0.00223699,98.41231487
2494,沾,水,8,27,1187841,0.00223699,98.41455186
2495,肆,聿,13,27,1187868,0.00223699,98.41678885
2496,洽,水,9,27,1187895,0.00223699,98.41902584
2497,彰,ね,14,27,1187922,0.00223699,98.42126283
2498,租,禾,10,27,1187949,0.00223699,98.42349982
2499,瑩,玉,15,27,1187976,0.00223699,98.42573681
2500,剖,刀,10,27,1188003,0.00223699,98.42797380
2501,辣,辛,14,27,1188030,0.00223699,98.43021079
2502,狹,犬,10,27,1188057,0.00223699,98.43244778
2503,鴻,鳥,17,27,1188084,0.00223699,98.43468477
2504,侏,人,8,27,1188111,0.00223699,98.43692176
2505,礁,石,17,27,1188138,0.00223699,98.43915875
2506,俄,人,9,27,1188165,0.00223699,98.44139574
2507,耗,耒,10,27,1188192,0.00223699,98.44363273
2508,逗,ひ,11,27,1188219,0.00223699,98.44586972
2509,缸,缶,9,27,1188246,0.00223699,98.44810671
2510,埔,土,10,27,1188273,0.00223699,98.45034370
2511,戀,心,23,27,1188300,0.00223699,98.45258069
2512,允,儿,4,26,1188326,0.00215414,98.45473483
2513,坑,土,7,26,1188352,0.00215414,98.45688897
2514,沈,水,7,26,1188378,0.00215414,98.45904311
2515,咱,口,9,26,1188404,0.00215414,98.46119725
2516,俯,人,10,26,1188430,0.00215414,98.46335139
2517,彌,弓,17,26,1188456,0.00215414,98.46550553
2518,倉,人,10,26,1188482,0.00215414,98.46765967
2519,颼,風,19,26,1188508,0.00215414,98.46981381
2520,萎,艸,12,26,1188534,0.00215414,98.47196795
2521,韌,韋,12,26,1188560,0.00215414,98.47412209
2522,棘,木,12,26,1188586,0.00215414,98.47627623
2523,窟,穴,13,26,1188612,0.00215414,98.47843037
2524,頒,頁,13,26,1188638,0.00215414,98.48058451
2525,盞,皿,13,26,1188664,0.00215414,98.48273865
2526,蜻,虫,14,26,1188690,0.00215414,98.48489279
2527,蓬,艸,15,26,1188716,0.00215414,98.48704693
2528,拳,手,10,26,1188742,0.00215414,98.48920107
2529,催,人,13,26,1188768,0.00215414,98.49135521
2530,扎,手,4,25,1188793,0.00207129,98.49342650
2531,估,人,7,25,1188818,0.00207129,98.49549779
2532,刮,刀,8,25,1188843,0.00207129,98.49756908
2533,弦,弓,8,25,1188868,0.00207129,98.49964037
2534,拘,手,8,25,1188893,0.00207129,98.50171166
2535,姍,女,8,25,1188918,0.00207129,98.50378295
2536,契,大,9,25,1188943,0.00207129,98.50585424
2537,姻,女,9,25,1188968,0.00207129,98.50792553
2538,削,刀,9,25,1188993,0.00207129,98.50999682
2539,倦,人,10,25,1189018,0.00207129,98.51206811
2540,剝,刀,10,25,1189043,0.00207129,98.51413940
2541,歇,欠,13,25,1189068,0.00207129,98.51621069
2542,矩,矢,10,25,1189093,0.00207129,98.51828198
2543,聘,耳,13,25,1189118,0.00207129,98.52035327
2544,郡,邑,10,25,1189143,0.00207129,98.52242456
2545,樑,木,15,25,1189168,0.00207129,98.52449585
2546,笠,竹,11,25,1189193,0.00207129,98.52656714
2547,噸,口,16,25,1189218,0.00207129,98.52863843
2548,梢,木,11,25,1189243,0.00207129,98.53070972
2549,膝,肉,15,25,1189268,0.00207129,98.53278101
2550,筑,竹,12,25,1189293,0.00207129,98.53485230
2551,膨,肉,16,25,1189318,0.00207129,98.53692359
2552,溢,水,13,25,1189343,0.00207129,98.53899488
2553,檔,木,17,25,1189368,0.00207129,98.54106617
2554,揉,手,12,25,1189393,0.00207129,98.54313746
2555,酥,酉,12,25,1189418,0.00207129,98.54520875
2556,湊,水,12,25,1189443,0.00207129,98.54728004
2557,恕,心,10,25,1189468,0.00207129,98.54935133
2558,喀,口,12,25,1189493,0.00207129,98.55142262
2559,瞬,目,17,25,1189518,0.00207129,98.55349391
2560,濁,水,16,25,1189543,0.00207129,98.55556520
2561,謊,言,17,25,1189568,0.00207129,98.55763649
2562,簾,竹,19,25,1189593,0.00207129,98.55970778
2563,蠅,虫,19,25,1189618,0.00207129,98.56177907
2564,旱,日,7,24,1189642,0.00198844,98.56376751
2565,竊,穴,23,24,1189666,0.00198844,98.56575595
2566,櫻,木,21,24,1189690,0.00198844,98.56774439
2567,衍,行,9,24,1189714,0.00198844,98.56973283
2568,茜,艸,10,24,1189738,0.00198844,98.57172127
2569,淒,水,11,24,1189762,0.00198844,98.57370971
2570,緞,糸,15,24,1189786,0.00198844,98.57569815
2571,惹,心,13,24,1189810,0.00198844,98.57768659
2572,誘,言,14,24,1189834,0.00198844,98.57967503
2573,肅,聿,12,24,1189858,0.00198844,98.58166347
2574,蔥,艸,15,24,1189882,0.00198844,98.58365191
2575,菊,艸,12,24,1189906,0.00198844,98.58564035
2576,嚀,口,17,24,1189930,0.00198844,98.58762879
2577,槓,木,14,24,1189954,0.00198844,98.58961723
2578,螳,虫,17,24,1189978,0.00198844,98.59160567
2579,蜢,虫,14,24,1190002,0.00198844,98.59359411
2580,顫,頁,22,24,1190026,0.00198844,98.59558255
2581,琪,玉,12,24,1190050,0.00198844,98.59757099
2582,逼,ひ,13,24,1190074,0.00198844,98.59955943
2583,裳,衣,14,24,1190098,0.00198844,98.60154787
2584,蔭,艸,15,24,1190122,0.00198844,98.60353631
2585,傭,人,13,24,1190146,0.00198844,98.60552475
2586,瀝,水,19,24,1190170,0.00198844,98.60751319
2587,蹦,足,18,24,1190194,0.00198844,98.60950163
2588,杖,木,7,24,1190218,0.00198844,98.61149007
2589,娛,女,10,24,1190242,0.00198844,98.61347851
2590,硫,石,11,24,1190266,0.00198844,98.61546695
2591,肋,肉,6,23,1190289,0.00190559,98.61737254
2592,炭,火,9,23,1190312,0.00190559,98.61927813
2593,丸,せ,3,23,1190335,0.00190559,98.62118372
2594,豈,豆,10,23,1190358,0.00190559,98.62308931
2595,函,凵,8,23,1190381,0.00190559,98.62499490
2596,殷,殳,10,23,1190404,0.00190559,98.62690049
2597,拌,手,8,23,1190427,0.00190559,98.62880608
2598,堊,土,11,23,1190450,0.00190559,98.63071167
2599,旺,日,8,23,1190473,0.00190559,98.63261726
2600,偽,人,11,23,1190496,0.00190559,98.63452285
2601,宛,で,8,23,1190519,0.00190559,98.63642844
2602,栗,木,10,23,1190542,0.00190559,98.63833403
2603,斥,斤,5,23,1190565,0.00190559,98.64023962
2604,咕,口,8,23,1190588,0.00190559,98.64214521
2605,妒,女,7,23,1190611,0.00190559,98.64405080
2606,盲,目,8,23,1190634,0.00190559,98.64595639
2607,妝,女,7,23,1190657,0.00190559,98.64786198
2608,御,彳,11,23,1190680,0.00190559,98.64976757
2609,淵,水,11,23,1190703,0.00190559,98.65167316
2610,眶,目,11,23,1190726,0.00190559,98.65357875
2611,訣,言,11,23,1190749,0.00190559,98.65548434
2612,媳,女,13,23,1190772,0.00190559,98.65738993
2613,渦,水,12,23,1190795,0.00190559,98.65929552
2614,藹,艸,20,23,1190818,0.00190559,98.66120111
2615,焚,火,12,23,1190841,0.00190559,98.66310670
2616,噠,口,16,23,1190864,0.00190559,98.66501229
2617,棺,木,12,23,1190887,0.00190559,98.66691788
2618,膏,肉,14,23,1190910,0.00190559,98.66882347
2619,僧,人,14,23,1190933,0.00190559,98.67072906
2620,槌,木,14,23,1190956,0.00190559,98.67263465
2621,盟,皿,13,23,1190979,0.00190559,98.67454024
2622,鋤,金,15,23,1191002,0.00190559,98.67644583
2623,輯,車,16,23,1191025,0.00190559,98.67835142
2624,襯,衣,22,23,1191048,0.00190559,98.68025701
2625,募,力,13,23,1191071,0.00190559,98.68216260
2626,碟,石,14,23,1191094,0.00190559,98.68406819
2627,兮,八,4,22,1191116,0.00182274,98.68589093
2628,戈,戈,4,22,1191138,0.00182274,98.68771367
2629,丫,｜,3,22,1191160,0.00182274,98.68953641
2630,杞,木,7,22,1191182,0.00182274,98.69135915
2631,虐,虍,9,22,1191204,0.00182274,98.69318189
2632,咽,口,9,22,1191226,0.00182274,98.69500463
2633,峻,山,10,22,1191248,0.00182274,98.69682737
2634,軒,車,10,22,1191270,0.00182274,98.69865011
2635,蚓,虫,10,22,1191292,0.00182274,98.70047285
2636,烘,火,10,22,1191314,0.00182274,98.70229559
2637,哨,口,10,22,1191336,0.00182274,98.70411833
2638,竭,立,14,22,1191358,0.00182274,98.70594107
2639,陛,阜,10,22,1191380,0.00182274,98.70776381
2640,碘,石,13,22,1191402,0.00182274,98.70958655
2641,惟,心,11,22,1191424,0.00182274,98.71140929
2642,澗,水,15,22,1191446,0.00182274,98.71323203
2643,趾,足,11,22,1191468,0.00182274,98.71505477
2644,潘,水,15,22,1191490,0.00182274,98.71687751
2645,烽,火,11,22,1191512,0.00182274,98.71870025
2646,鞠,革,17,22,1191534,0.00182274,98.72052299
2647,匯,匚,13,22,1191556,0.00182274,98.72234573
2648,霞,雨,17,22,1191578,0.00182274,98.72416847
2649,遂,ひ,13,22,1191600,0.00182274,98.72599121
2650,懇,心,17,22,1191622,0.00182274,98.72781395
2651,崑,山,11,22,1191644,0.00182274,98.72963669
2652,蚱,虫,11,22,1191666,0.00182274,98.73145943
2653,酬,酉,13,22,1191688,0.00182274,98.73328217
2654,畦,田,11,22,1191710,0.00182274,98.73510491
2655,販,貝,11,22,1191732,0.00182274,98.73692765
2656,錫,金,16,22,1191754,0.00182274,98.73875039
2657,磷,石,17,22,1191776,0.00182274,98.74057313
2658,禦,示,16,22,1191798,0.00182274,98.74239587
2659,攪,手,23,22,1191820,0.00182274,98.74421861
2660,籬,竹,25,22,1191842,0.00182274,98.74604135
2661,鰭,魚,21,22,1191864,0.00182274,98.74786409
2662,篷,竹,17,21,1191885,0.00173988,98.74960397
2663,豫,豕,16,21,1191906,0.00173988,98.75134385
2664,劫,力,7,21,1191927,0.00173988,98.75308373
2665,篩,竹,16,21,1191948,0.00173988,98.75482361
2666,拯,手,9,21,1191969,0.00173988,98.75656349
2667,籤,竹,23,21,1191990,0.00173988,98.75830337
2668,祀,示,8,21,1192011,0.00173988,98.76004325
2669,鹹,鹵,20,21,1192032,0.00173988,98.76178313
2670,涓,水,10,21,1192053,0.00173988,98.76352301
2671,翹,羽,18,21,1192074,0.00173988,98.76526289
2672,挽,手,10,21,1192095,0.00173988,98.76700277
2673,醬,酉,18,21,1192116,0.00173988,98.76874265
2674,蚯,虫,11,21,1192137,0.00173988,98.77048253
2675,鷗,鳥,22,21,1192158,0.00173988,98.77222241
2676,椰,木,13,21,1192179,0.00173988,98.77396229
2677,樞,木,15,21,1192200,0.00173988,98.77570217
2678,旬,日,6,21,1192221,0.00173988,98.77744205
2679,蓄,艸,14,21,1192242,0.00173988,98.77918193
2680,吝,口,7,21,1192263,0.00173988,98.78092181
2681,澈,水,14,21,1192284,0.00173988,98.78266169
2682,糾,糸,8,21,1192305,0.00173988,98.78440157
2683,鋁,金,15,21,1192326,0.00173988,98.78614145
2684,衙,行,13,21,1192347,0.00173988,98.78788133
2685,弊,廾,14,21,1192368,0.00173988,98.78962121
2686,駝,馬,15,21,1192389,0.00173988,98.79136109
2687,嬉,女,15,21,1192410,0.00173988,98.79310097
2688,胰,肉,10,21,1192431,0.00173988,98.79484085
2689,婉,女,11,21,1192452,0.00173988,98.79658073
2690,崙,山,11,21,1192473,0.00173988,98.79832061
2691,煌,火,13,21,1192494,0.00173988,98.80006049
2692,裹,衣,14,21,1192515,0.00173988,98.80180037
2693,肝,肉,7,20,1192535,0.00165703,98.80345740
2694,峭,山,10,20,1192555,0.00165703,98.80511443
2695,畝,田,10,20,1192575,0.00165703,98.80677146
2696,扭,手,7,20,1192595,0.00165703,98.80842849
2697,氫,气,11,20,1192615,0.00165703,98.81008552
2698,屑,尸,10,20,1192635,0.00165703,98.81174255
2699,涯,水,11,20,1192655,0.00165703,98.81339958
2700,茱,艸,10,20,1192675,0.00165703,98.81505661
2701,刪,刀,7,20,1192695,0.00165703,98.81671364
2702,叛,又,9,20,1192715,0.00165703,98.81837067
2703,蚩,虫,10,20,1192735,0.00165703,98.82002770
2704,陡,阜,10,20,1192755,0.00165703,98.82168473
2705,寇,で,11,20,1192775,0.00165703,98.82334176
2706,紮,糸,11,20,1192795,0.00165703,98.82499879
2707,喳,口,12,20,1192815,0.00165703,98.82665582
2708,傅,人,12,20,1192835,0.00165703,98.82831285
2709,鈍,金,12,20,1192855,0.00165703,98.82996988
2710,爍,火,19,20,1192875,0.00165703,98.83162691
2711,雇,隹,12,20,1192895,0.00165703,98.83328394
2712,顛,頁,19,20,1192915,0.00165703,98.83494097
2713,葦,艸,13,20,1192935,0.00165703,98.83659800
2714,鏈,金,19,20,1192955,0.00165703,98.83825503
2715,墜,土,15,20,1192975,0.00165703,98.83991206
2716,鰓,魚,20,20,1192995,0.00165703,98.84156909
2717,樵,木,16,20,1193015,0.00165703,98.84322612
2718,闢,門,21,20,1193035,0.00165703,98.84488315
2719,穎,禾,16,20,1193055,0.00165703,98.84654018
2720,轍,車,18,20,1193075,0.00165703,98.84819721
2721,頰,頁,16,20,1193095,0.00165703,98.84985424
2722,鏽,金,20,20,1193115,0.00165703,98.85151127
2723,憾,心,16,20,1193135,0.00165703,98.85316830
2724,橙,木,16,20,1193155,0.00165703,98.85482533
2725,黛,黑,17,20,1193175,0.00165703,98.85648236
2726,暨,日,14,20,1193195,0.00165703,98.85813939
2727,暮,日,15,20,1193215,0.00165703,98.85979642
2728,搧,手,13,20,1193235,0.00165703,98.86145345
2729,矛,矛,5,19,1193254,0.00157418,98.86302763
2730,禾,禾,5,19,1193273,0.00157418,98.86460181
2731,吏,口,6,19,1193292,0.00157418,98.86617599
2732,妃,女,6,19,1193311,0.00157418,98.86775017
2733,禿,禾,7,19,1193330,0.00157418,98.86932435
2734,鈕,金,12,19,1193349,0.00157418,98.87089853
2735,剎,刀,9,19,1193368,0.00157418,98.87247271
2736,煎,火,13,19,1193387,0.00157418,98.87404689
2737,秩,禾,10,19,1193406,0.00157418,98.87562107
2738,撇,手,14,19,1193425,0.00157418,98.87719525
2739,彭,ね,12,19,1193444,0.00157418,98.87876943
2740,鉅,金,13,19,1193463,0.00157418,98.88034361
2741,崗,山,11,19,1193482,0.00157418,98.88191779
2742,馴,馬,13,19,1193501,0.00157418,98.88349197
2743,逮,ひ,12,19,1193520,0.00157418,98.88506615
2744,褒,衣,15,19,1193539,0.00157418,98.88664033
2745,隋,阜,12,19,1193558,0.00157418,98.88821451
2746,儂,人,15,19,1193577,0.00157418,98.88978869
2747,掙,手,11,19,1193596,0.00157418,98.89136287
2748,嫉,女,13,19,1193615,0.00157418,98.89293705
2749,菩,艸,12,19,1193634,0.00157418,98.89451123
2750,咩,口,9,19,1193653,0.00157418,98.89608541
2751,淹,水,11,19,1193672,0.00157418,98.89765959
2752,豌,豆,15,19,1193691,0.00157418,98.89923377
2753,翩,羽,15,19,1193710,0.00157418,98.90080795
2754,錐,金,16,19,1193729,0.00157418,98.90238213
2755,駱,馬,16,19,1193748,0.00157418,98.90395631
2756,穌,禾,16,19,1193767,0.00157418,98.90553049
2757,蟀,虫,17,19,1193786,0.00157418,98.90710467
2758,麟,鹿,23,19,1193805,0.00157418,98.90867885
2759,嚮,口,18,19,1193824,0.00157418,98.91025303
2760,鵬,鳥,19,19,1193843,0.00157418,98.91182721
2761,鬚,髟,22,19,1193862,0.00157418,98.91340139
2762,雛,隹,18,19,1193881,0.00157418,98.91497557
2763,攔,手,20,19,1193900,0.00157418,98.91654975
2764,躁,足,20,19,1193919,0.00157418,98.91812393
2765,浞,水,10,19,1193938,0.00157418,98.91969811
2766,朽,木,6,18,1193956,0.00149133,98.92118944
2767,丞,一,6,18,1193974,0.00149133,98.92268077
2768,余,人,7,18,1193992,0.00149133,98.92417210
2769,坪,土,8,18,1194010,0.00149133,98.92566343
2770,怠,心,9,18,1194028,0.00149133,98.92715476
2771,吾,口,7,18,1194046,0.00149133,98.92864609
2772,奕,大,9,18,1194064,0.00149133,98.93013742
2773,拭,手,9,18,1194082,0.00149133,98.93162875
2774,咳,口,9,18,1194100,0.00149133,98.93312008
2775,咀,口,8,18,1194118,0.00149133,98.93461141
2776,陀,阜,8,18,1194136,0.00149133,98.93610274
2777,衷,衣,10,18,1194154,0.00149133,98.93759407
2778,挾,手,10,18,1194172,0.00149133,98.93908540
2779,砰,石,10,18,1194190,0.00149133,98.94057673
2780,堵,土,11,18,1194208,0.00149133,98.94206806
2781,淅,水,11,18,1194226,0.00149133,98.94355939
2782,釉,釆,13,18,1194244,0.00149133,98.94505072
2783,碩,石,14,18,1194262,0.00149133,98.94654205
2784,喙,口,12,18,1194280,0.00149133,98.94803338
2785,槳,木,15,18,1194298,0.00149133,98.94952471
2786,暉,日,13,18,1194316,0.00149133,98.95101604
2787,霄,雨,15,18,1194334,0.00149133,98.95250737
2788,逸,ひ,12,18,1194352,0.00149133,98.95399870
2789,誨,言,14,18,1194370,0.00149133,98.95549003
2790,稅,禾,12,18,1194388,0.00149133,98.95698136
2791,噓,口,15,18,1194406,0.00149133,98.95847269
2792,甄,瓦,14,18,1194424,0.00149133,98.95996402
2793,蝠,虫,15,18,1194442,0.00149133,98.96145535
2794,堯,土,12,18,1194460,0.00149133,98.96294668
